3.0819240E+00	4.9400593E+00	1.4644697E+00	2.7530531E-01	0.0000000E+00
3.2812362E+00	4.7738176E+00	1.3564281E+00	2.0885310E-01	0.0000000E+00
3.1387625E+00	4.6201370E+00	1.5276568E+00	2.7594034E-01	0.0000000E+00
3.6684541E+00	5.0774442E+00	1.4986909E+00	2.3158353E-01	0.0000000E+00
3.9942807E+00	5.4156240E+00	1.7762706E+00	4.0472913E-01	0.0000000E+00
3.4706607E+00	4.6451451E+00	1.4318731E+00	3.1580663E-01	0.0000000E+00
3.4491627E+00	5.0113750E+00	1.5274824E+00	2.7401837E-01	0.0000000E+00
2.9916573E+00	4.4814082E+00	1.4125519E+00	2.2260937E-01	0.0000000E+00
3.1954035E+00	4.9176780E+00	1.5758385E+00	1.6081406E-01	0.0000000E+00
3.7263543E+00	5.4582963E+00	1.5765389E+00	2.4882518E-01	0.0000000E+00
3.4621810E+00	4.8244597E+00	1.6430542E+00	2.4454937E-01	0.0000000E+00
3.0482423E+00	4.8461280E+00	1.4755897E+00	1.4781055E-01	0.0000000E+00
3.0098618E+00	4.3265579E+00	1.1749194E+00	1.2509037E-01	0.0000000E+00
4.0119708E+00	5.8682189E+00	1.2567601E+00	2.9031447E-01	0.0000000E+00
4.4580730E+00	5.7420976E+00	1.5107326E+00	4.8582304E-01	0.0000000E+00
3.9533324E+00	5.4832527E+00	1.3209401E+00	4.4588467E-01	0.0000000E+00
3.5847085E+00	5.1810909E+00	1.4718295E+00	3.2790175E-01	0.0000000E+00
3.8543564E+00	5.7146538E+00	1.7998278E+00	3.6497322E-01	0.0000000E+00
3.8709280E+00	5.1421791E+00	1.5676795E+00	3.1879384E-01	0.0000000E+00
3.4583399E+00	5.4779664E+00	1.7954862E+00	2.7925637E-01	0.0000000E+00
3.7524960E+00	5.1612603E+00	1.5773352E+00	4.4809892E-01	0.0000000E+00
3.6959479E+00	4.6495985E+00	1.0238316E+00	2.7169144E-01	0.0000000E+00
3.3008335E+00	5.1535719E+00	1.7821504E+00	5.7595996E-01	0.0000000E+00
3.4620354E+00	4.8142352E+00	1.9969141E+00	2.9792002E-01	0.0000000E+00
3.0245998E+00	5.0066373E+00	1.6849479E+00	2.1183207E-01	0.0000000E+00
3.4930898E+00	5.0329680E+00	1.6629449E+00	4.8412659E-01	0.0000000E+00
3.5954967E+00	5.2777809E+00	1.5206862E+00	2.8886228E-01	0.0000000E+00
3.4978359E+00	5.2672442E+00	1.4721063E+00	2.4005617E-01	0.0000000E+00
3.2434848E+00	4.7165520E+00	1.6540981E+00	2.1389081E-01	0.0000000E+00
3.1185676E+00	4.8091428E+00	1.6392436E+00	2.6237446E-01	0.0000000E+00
3.4897792E+00	5.4857799E+00	1.5593606E+00	4.8092519E-01	0.0000000E+00
4.1047388E+00	5.2612812E+00	1.5701631E+00	1.7986071E-01	0.0000000E+00
4.2166009E+00	5.5798048E+00	1.4409139E+00	2.2469027E-01	0.0000000E+00
3.1111247E+00	4.9216602E+00	1.5861930E+00	1.4427887E-01	0.0000000E+00
3.2026691E+00	5.0538592E+00	1.2448985E+00	2.2588383E-01	0.0000000E+00
3.5510408E+00	5.5584716E+00	1.3614918E+00	2.6593890E-01	0.0000000E+00
3.1762573E+00	4.9465036E+00	1.5572413E+00	1.9802051E-01	0.0000000E+00
3.0514512E+00	4.4245490E+00	1.3373238E+00	2.2648398E-01	0.0000000E+00
3.4231124E+00	5.1574214E+00	1.5288726E+00	2.9155335E-01	0.0000000E+00
3.5585824E+00	5.0077006E+00	1.3842511E+00	3.0816019E-01	0.0000000E+00
2.3244504E+00	4.5224878E+00	1.3121212E+00	3.1294706E-01	0.0000000E+00
3.2489006E+00	4.4784896E+00	1.3327339E+00	2.5339295E-01	0.0000000E+00
3.5621951E+00	5.0944268E+00	1.6613321E+00	6.7518508E-01	0.0000000E+00
3.8242269E+00	5.1931252E+00	1.9765757E+00	4.9668953E-01	0.0000000E+00
3.0568048E+00	4.8349743E+00	1.4423184E+00	3.6869881E-01	0.0000000E+00
